post_id,post_title,post_author,post_content,post_category,post_tags,post_type,post_status,is_featured,package_id,expire_date,geodir_video,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,geodir_Staff,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
2259,"East-West Health Center",1,"Acupressure, Acupuncture, Addiction Treatments, Allergy Treatments, Biofeedback, Bioidentical Hormones, Blood Chemistry Analysis, Breathwork, Chelation Therapy, Chiropractors, Craniosacral Therapy, EMDR, Guided Imagery, Hair Analysis, Herbology, Homeopathy, Integrative Medicine, KinesiologyLaser Therapy, Life Coaching, Lymphatic Therapy, Magnetic Therapy, Massage, Therapy, Naturopathy, NaturopathyNeurofeedback, NHRT, Nutrition, Psychotherapy, Traditional Chinese Medicine, Tui Na, Wellness Centers","Acupressure,Acupuncture,Addiction Treatments,Allergy Treatments,Biofeedback,Bioidentical Hormones,Blood Chemistry Analysis,Breathwork,Chelation Therapy,Chiropractors,Craniosacral Therapy,EMDR,Guided Imagery,Hair Analysis,Herbology,Homeopathy,Integrative Medicine,KinesiologyLaser Therapy,Life Coaching,Lymphatic Therapy,Magnetic Therapy,Massage,Naturopathy,NaturopathyNeurofeedback,NHRT,Nutrition,Psychotherapy,Therapy,Traditional Chinese Medicine,Tui Na,Wellness Centers",,gd_healers,publish,,4,Never,,"8200 E. Belleview Avenue Suite 202-c. Central Tower","Greenwood Village",Colorado,"United States",80111,39.613,-104.878,,303-694-5757,,,,,,,,,,,,
2258,"Qvius Healing, Arts and Somiatric Wellness Center",1,"Ayurveda, Chiropractors, Craniosacral Therapy, Flower Essences, Herbology,  Homeopathy, Integrative Medicine, KinesiologyMassage Therapy, Naturopathy, NaturopathyNutrition, Reflexology, Traditional Chinese Medicine","Ayurveda,Chiropractors,Craniosacral Therapy,Flower Essences,Herbology,Homeopathy,Integrative Medicine,KinesiologyMassage Therapy,Naturopathy,NaturopathyNutrition,Reflexology,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"3817 Sunny Ridge",Nampa,Idaho,"United States",83686,43.634,-116.4491,,208-461-7395,,,,,,,,,,,,
2257,"BioDental Healing",1,"Acupressure, Blood Chemistry Analysis, Chelation Therapy, Craniosacral Therapy, Hair Analysis, Holistic Dentistry, Integrative Medicine, Laser Therapy, Massage, Therapy, Naturopathy, NaturopathyNutrition","Acupressure,Blood Chemistry Analysis,Chelation Therapy,Craniosacral Therapy,Hair Analysis,Holistic Dentistry,Integrative Medicine,Laser Therapy,Massage,Naturopathy,NaturopathyNutrition,Therapy",,gd_healers,publish,,4,Never,,"1000 Newbury Rd. Suite 225","Newbury Park",California,"United States",91320,34.1824386046571,-118.902958139531,,805-375-2233,,,,,,,,,,,,
2256,"The Chakra Shoppe",1,"Aromatherapy, Astrological Counseling, Channeling, Crystal Therapy, Detoxification Foot Bath, Distance Healing, Energy Clearing, Energy Healing,  Flower Essences, Medium,  Metaphysics, Past Life Regression, Psychic, Reiki, Remote Healing, Sound Therapy, Spiritual Counseling","Aromatherapy,Astrological Counseling,Channeling,Crystal Therapy,Detoxification Foot Bath,Distance Healing,Energy Clearing,Energy Healing,Flower Essences,Intuitive / Psychic,Medium,Metaphysics,Past Life Regression,Reiki,Remote Healing,Sound Therapy,Spiritual Counseling",,gd_healers,publish,,4,Never,,"5034 N. Lincoln Ave.",Chicago,Illinois,"United States",60625,41.9726436711639,-87.6913454423797,,773-271-3054,,,,,,,,,,,,
2255,"The Mercy Center",1,"Craniosacral Therapy, EMDR, Healing, Touch, ,Massage Therapy, Meditation, Myofascial Release, Psychotherapy, Reflexology, Somatic Therapy, Spiritual Counseling, Therapeutic Touch, Kinesiology","Craniosacral Therapy,EMDR,Healing,Kinesiology,Massage Therapy,Meditation,Myofascial Release,Psychotherapy,Reflexology,Somatic Therapy,Spiritual Counseling,Therapeutic Touch,Touch",,gd_healers,publish,,4,Never,,"520 West Buena Ventura","Colorado Springs",Colorado,"United States",80907,38.855,-104.815057142857,,719-633-2302,,,,,,,,,,,,
2254,"CDM Spiritual Center",1,"Energy Clearing, Energy Healing,  Meditation, Psychic, Remote Healing","Energy Clearing,Energy Healing,Intuitive / Psychic,Meditation,Remote Healing",,gd_healers,publish,,4,Never,,"2402 Summit Ave",Everett,Washington,"United States",98201,47.9855667905564,-122.184,,425-258-1449,,,,,,,,,,,,
2253,"Alternative Wellness Center",1,"Allergy Treatments, Biofeedback, Breathwork, Colon Therapy, Color Therapy, Crystal Therapy, Detoxification Foot Bath, Distance Healing, Ear Coning, Energy Clearing, Energy Healing,  Feng Shui, Flower Essences, Guided Imagery, Healing, Touch, ,Herbology,  Homeopathy, Hypnotherapy, Integrative Medicine, KinesiologyLaser Therapy, L.I.F.E. System,Life Coaching, Lymphatic Therapy, Massage, Therapy, Medical Intuitive Meditation, Naturopathy, NaturopathyNeuro-Linguistic Programming, Neurofeedback, NHRT,  Nutrition, Polarity Therapy, Pranic Healing, Reflexology, Reiki, Remote Healing, Somatic Therapy, Stone Massage, TAT, Wellness Centers","Allergy Treatments,Biofeedback,Breathwork,Colon Therapy,Color Therapy,Crystal Therapy,Detoxification Foot Bath,Distance Healing,Ear Coning,Energy Clearing,Energy Healing,Feng Shui,Flower Essences,Guided Imagery,Healing,Herbology,Homeopathy,Hypnotherapy,Integrative Medicine,KinesiologyLaser Therapy,L.I.F.E. System,Life Coaching,Lymphatic Therapy,Massage,Medical Intuitive Meditation,Naturopathy,NaturopathyNeuro-Linguistic Programming,Neurofeedback,NHRT,Nutrition,Polarity Therapy,Pranic Healing,Reflexology,Reiki,Remote Healing,Somatic Therapy,Stone Massage,TAT,Therapy,Touch,Wellness Centers",,gd_healers,publish,,4,Never,,"9809 Candelaria NE Suite 1B",Albuquerque,"New Mexico","United States",87112,35.3115,-106.4331,,505-294-9355,,,,,,,,,,,,
2252,"Yo San University",1,"Herbology,  Tai Chi, , Traditional Chinese Medicine","Herbology,Tai Chi,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"13315 W. Washington Blvd.","Los Angeles",California,"United States",90066,33.9931097787848,-118.442657879797,,310-577-3006,,,,,,,,,,,,
2251,"The Aura Shop",1,"Addiction Treatments, Allergy Treatments, Angel Readings, Astrological Counseling, Biofeedback, Breathwork, Channeling, Color Therapy, Crystal Therapy, Energy Clearing, Energy Healing,  EPFX/QXCI/SCIO Feng Shui, Guided Imagery, Light Therapy, Life Coaching, Meditation, Nutrition, Past Life Regression, Psychic, Reiki, Sound Therapy, Spiritual Counseling, Theta Healing","Addiction Treatments,Allergy Treatments,Angel Readings,Astrological Counseling,Biofeedback,Breathwork,Channeling,Color Therapy,Crystal Therapy,Energy Clearing,Energy Healing,EPFX/QXCI/SCIO Feng Shui,Guided Imagery,Intuitive / Psychic,Life Coaching,Light Therapy,Meditation,Nutrition,Past Life Regression,Reiki,Sound Therapy,Spiritual Counseling,Theta Healing",,gd_healers,publish,,4,Never,,"2914 Main Street","Santa Monica",California,"United States",90405,33.9990255228475,-118.480834030463,,310-584-9998,,,,,,,,,,,,
2250,"Midwest College of Oriental Medicine",1,"Acupressure, Acupuncture, Herbology,  Integrative Medicine, Magnetic Therapy,  Massage, Therapy, Nutrition, Tai Chi, , Traditional Chinese Medicine, Tui Na","Acupressure,Acupuncture,Herbology,Integrative Medicine,Magnetic Therapy,Massage,Nutrition,Tai Chi,Therapy,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"909 West Montrose Suite102",Chicago,Illinois,"United States",60613,41.9569,-87.6543,,773-975-1295,,,,,,,,,,,,
2249,"Tibetan Healing, Center",1,"Astrological Counseling, Breathwork, Channeling, Craniosacral Therapy, Distance Healing, Energy Healing,  Guided Imagery, Massage, Therapy, Past Life Regression, Pranic Healing, Reiki, Remote Healing, Spiritual Counseling, Theta Healing, Tibetan Medicine, Yoga, Yuen Method","Astrological Counseling,Breathwork,Channeling,Craniosacral Therapy,Distance Healing,Energy Healing,Guided Imagery,Massage,Past Life Regression,Pranic Healing,Reiki,Remote Healing,Spiritual Counseling,Therapy,Theta Healing,Tibetan Medicine,Yoga,Yuen Method",,gd_healers,publish,,4,Never,,"475 Gate Five Road #120",Sausalito,California,"United States",94965,37.8529,-122.5472,,800-315-6663,,,,,,,,,,,,
2248,"Inner Connections Yoga, Spa & Wellness Center",1,"Acupressure, Animal Health, Aromatherapy, Breathwork, Craniosacral Therapy, Energy Healing,  Guided Imagery, Healing, Touch, ,Hypnotherapy, Jin Shin Jyutsu, Life Coaching, Lymphatic Therapy, Massage, Therapy, Meditation, Myofascial Release, Past Life Regression, Pilates, Pranic Healing, Raindrop Therapy, Reflexology, Reiki, Shiatsu, Sound Therapy, Stone Massage, Therapeutic Touch, Tibetan Medicine, Wellness Centers, Yoga","Acupressure,Animal Health,Aromatherapy,Breathwork,Craniosacral Therapy,Energy Healing,Guided Imagery,Healing,Hypnotherapy,Jin Shin Jyutsu,Life Coaching,Lymphatic Therapy,Massage,Meditation,Myofascial Release,Past Life Regression,Pilates,Pranic Healing,Raindrop Therapy,Reflexology,Reiki,Shiatsu,Sound Therapy,Stone Massage,Therapeutic Touch,Therapy,Tibetan Medicine,Touch,Wellness Centers,Yoga",,gd_healers,publish,,4,Never,,"821-A North Park Street","Castle Rock",Colorado,"United States",80109,39.3787028037383,-104.8661,,303-688-8598,,,,,,,,,,,,
2247,"AOMA Graduate School of Integrative Medicine",1,"Acupressure, Acupuncture, Chiropractors, Herbology,  Integrative Medicine, Meditation, Nutrition, Reflexology, Tai Chi, , Traditional Chinese Medicine, Tui Na","Acupressure,Acupuncture,Chiropractors,Herbology,Integrative Medicine,Meditation,Nutrition,Reflexology,Tai Chi,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"4701 Westgate Blvd. Bldg A.",Austin,Texas,"United States",78745,30.4852,-97.5681,,512-693-4373,,,,,,,,,,,,
2246,"Beauty Kliniek Aromatherapy, Day Spa",1,"Acupressure, Acupuncture, Aromatherapy, Ayurveda, Bioidentical Hormones, Color Therapy, Craniosacral Therapy, Energy Healing,  Guided Imagery, Herbology,  Homeopathy, Integrative Medicine, Laser Therapy, Light Therapy, Lymphatic Therapy, Massage, Therapy, Meditation, Myofascial Release, Naturopathy, NaturopathyNutrition, Pilates, Reflexology, Reiki, Shiatsu, Stone Massage, Water Therapy, Wellness Centers, Yoga","Acupressure,Acupuncture,Aromatherapy,Ayurveda,Bioidentical Hormones,Color Therapy,Craniosacral Therapy,Energy Healing,Guided Imagery,Herbology,Homeopathy,Integrative Medicine,Laser Therapy,Light Therapy,Lymphatic Therapy,Massage,Meditation,Myofascial Release,Naturopathy,NaturopathyNutrition,Pilates,Reflexology,Reiki,Shiatsu,Stone Massage,Therapy,Water Therapy,Wellness Centers,Yoga",,gd_healers,publish,,4,Never,,"3268 Governor Drive","San Diego",California,"United States",92122,32.8513,-117.215353571429,,858-457-0191,,,,,,,,,,,,
2245,AIWP,1,"Acupressure, Addiction Treatments, Distance Healing, EFT/TFT, Energy Clearing, Energy Healing,  Guided Imagery, Hypnotherapy, Integrative Medicine, KinesiologyLife Coaching, Meditation, Metaphysics, Neuro-Linguistic Programming, Past Life Regression, Psychotherapy, Reiki, Remote Healing, Spiritual Counseling, TAT, Wellness Centers","Acupressure,Addiction Treatments,Distance Healing,EFT/TFT,Energy Clearing,Energy Healing,Guided Imagery,Hypnotherapy,Integrative Medicine,KinesiologyLife Coaching,Meditation,Metaphysics,Neuro-Linguistic Programming,Past Life Regression,Psychotherapy,Reiki,Remote Healing,Spiritual Counseling,TAT,Wellness Centers",,gd_healers,publish,,4,Never,,"31708 Nira Lane",Bonsall,California,"United States",92003,33.2873469387755,-117.1694,,949-250-1423,,,,,,,,,,,,
2244,"Healthy Body Healthy Mind and Healthy Income",1,"Allergy Treatments, Distance Healing, Guided Imagery, Herbology,  Hypnotherapy, Integrative Medicine, Meditation, NHRT,  Nutrition, Psychotherapy, Remote Healing, Spiritual Counseling, Traditional Chinese Medicine, Wellness Centers","Allergy Treatments,Distance Healing,Guided Imagery,Herbology,Hypnotherapy,Integrative Medicine,Meditation,NHRT,Nutrition,Psychotherapy,Remote Healing,Spiritual Counseling,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"541 S. Spring St. Suite 209","Los Angeles",California,"United States",90013,34.0468142857143,-118.250185714286,,800-715-3053,,,,,,,,,,,,
2243,"Institute of Chiropractic & Acupuncture, Therapy",1,"Acupressure, Acupuncture, Aromatherapy, Chiropractors, Color Therapy, Craniosacral Therapy, Detoxification Foot Bath, Electro-dermal Screening, Energy Healing,  Flower Essences, Homeopathy, KinesiologyLaser Therapy, Magnetic Therapy,  Massage, Therapy, Nutrition, Reiki, Sound Therapy, Wellness Centers","Acupressure,Acupuncture,Aromatherapy,Chiropractors,Color Therapy,Craniosacral Therapy,Detoxification Foot Bath,Electro-dermal Screening,Energy Healing,Flower Essences,Homeopathy,KinesiologyLaser Therapy,Magnetic Therapy,Massage,Nutrition,Reiki,Sound Therapy,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"1847 West 9000 South Suite 105","West Jordan",Utah,"United States",84088,40.5875,-111.943342105263,,801-567-0557,,,,,,,,,,,,
2242,"East West Bookstore",1,"Acupressure, Akashic Records, Allergy Treatments, Angel Readings, Astrological Counseling, Ayurveda, Channeling, Color Therapy, Crystal Therapy, Distance Healing, Energy Clearing, Energy Healing,  Flower Essences, Guided Imagery, Hypnotherapy, Jin Shin Jyutsu, Life Coaching, Massage, Therapy, Medical Intuitive Meditation, Medium,  Metaphysics, Past Life Regression, Pranic Healing, Psychic, Reiki, Remote Healing, Shamanic Healing, Sound Therapy, Spiritual Counseling, Tui Na","Acupressure,Akashic Records,Allergy Treatments,Angel Readings,Astrological Counseling,Ayurveda,Channeling,Color Therapy,Crystal Therapy,Distance Healing,Energy Clearing,Energy Healing,Flower Essences,Guided Imagery,Hypnotherapy,Intuitive / Psychic,Jin Shin Jyutsu,Life Coaching,Massage,Medical Intuitive Meditation,Medium,Metaphysics,Past Life Regression,Pranic Healing,Reiki,Remote Healing,Shamanic Healing,Sound Therapy,Spiritual Counseling,Therapy,Tui Na",,gd_healers,publish,,4,Never,,"324 Castro Street","Mountain View",California,"United States",94041,37.3923573375494,-122.08010001356,,650-988-9800,,,,,,,,,,,,
2241,"Natures Blessing Inc.",1,"Blood Chemistry Analysis, Craniosacral Therapy, Ear Coning, Energy Healing,  Flower Essences, Healing, Touch, ,Herbology,  Homeopathy, Iridology, KinesiologyMassage Therapy, Naturopathy, NaturopathyNutrition, Reiki, Sclerology, Sound Therapy, Therapeutic Touch, Wellness Centers","Blood Chemistry Analysis,Craniosacral Therapy,Ear Coning,Energy Healing,Flower Essences,Healing,Herbology,Homeopathy,Iridology,KinesiologyMassage Therapy,Naturopathy,NaturopathyNutrition,Reiki,Sclerology,Sound Therapy,Therapeutic Touch,Touch,Wellness Centers",,gd_healers,publish,,4,Never,,"7S380 Arbor Drive",Naperville,Illinois,"United States",60540,41.7588,-88.1648,,630-416-1617,,,,,,,,,,,,
2240,"Academy of Chinese Culture and Health Sciences",1,"Acupressure, Acupuncture, Herbology,  Meditation, Nutrition, Tai Chi, , Traditional Chinese Medicine, Tui Na","Acupressure,Acupuncture,Herbology,Meditation,Nutrition,Tai Chi,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"1600 Broadway",Oakland,California,"United States",94612,37.8058797189557,-122.270086533724,,510-763-1299,,,,,,,,,,,,
2239,"Freedman Wellness",1,"Acupressure, Acupuncture, Animal Health, Aromatherapy, Biofeedback, Ear Coning, Energy Healing,  EPFX/QXCI/SCIO Herbology,  Jin Shin Jyutsu, KinesiologyMicroCurrent Myofascial Release, Neurofeedback, Nutrition, Reiki, Sclerology, Traditional Chinese Medicine, Tui Na, Wellness Centers","Acupressure,Acupuncture,Animal Health,Aromatherapy,Biofeedback,Ear Coning,Energy Healing,EPFX/QXCI/SCIO Herbology,Jin Shin Jyutsu,KinesiologyMicroCurrent Myofascial Release,Neurofeedback,Nutrition,Reiki,Sclerology,Traditional Chinese Medicine,Tui Na,Wellness Centers",,gd_healers,publish,,4,Never,,"12520 Magnolia Blvd. Suite 309","North Hollywood",California,"United States",91607,34.1647,-118.405985714286,,818-808-0889,,,,,,,,,,,,
2238,"Institute of Chiropractic & Acupuncture, Therapy",1,"Acupressure, Acupuncture, Aromatherapy, Chiropractors, Color Therapy, Craniosacral Therapy, Detoxification Foot Bath, Electro-dermal Screening, Energy Healing,  Flower Essences, Homeopathy, KinesiologyLaser Therapy, Magnetic Therapy,  Massage, Therapy, Nutrition, Reiki, Sound Therapy, Wellness Centers","Acupressure,Acupuncture,Aromatherapy,Chiropractors,Color Therapy,Craniosacral Therapy,Detoxification Foot Bath,Electro-dermal Screening,Energy Healing,Flower Essences,Homeopathy,KinesiologyLaser Therapy,Magnetic Therapy,Massage,Nutrition,Reiki,Sound Therapy,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"1847 West 9000 South Suite 105","West Jordan",Utah,"United States",84088,40.5875,-111.943342105263,,801-567-0557,,,,,,,,,,,,
2237,"Colorado School of Traditional Chinese Medicine",1,"Acupuncture, Herbology,  Qigong Tai Chi, , Traditional Chinese Medicine, Tui Na","Acupuncture,Herbology,Qigong Tai Chi,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"1441 York Street",Denver,Colorado,"United States",80206,39.7390530612245,-104.96,,303-329-6355,,,,,,,,,,,,
2236,"Garcia Holistic Center",1,"Animal Health, Ayurveda, Channeling, Chiropractors, Distance Healing, EFT/TFT, Energy Healing,  Guided Imagery, Herbology,  Homeopathy, Integrative Medicine, KinesiologyLife Coaching, Matrix Energetics Medical Intuitive Neuro-Linguistic Programming, Nutrition, Psychic, Reconnective Healing, Remote Healing, Spiritual Counseling, Wellness Centers, Yuen Method","Animal Health,Ayurveda,Channeling,Chiropractors,Distance Healing,EFT/TFT,Energy Healing,Guided Imagery,Herbology,Homeopathy,Integrative Medicine,Intuitive / Psychic,KinesiologyLife Coaching,Matrix Energetics Medical Intuitive Neuro-Linguistic Programming,Nutrition,Reconnective Healing,Remote Healing,Spiritual Counseling,Wellness Centers,Yuen Method",,gd_healers,publish,,4,Never,,"5850 Oberlin Dr. Suite 320","San Diego",California,"United States",92121,32.8921554761287,-117.195933571614,,858-450-9221,,,,,,,,,,,,
2235,"Qvius Healing, Arts and Somiatric Wellness Center",1,"Ayurveda, Chiropractors, Craniosacral Therapy, Flower Essences, Herbology,  Homeopathy, Integrative Medicine, KinesiologyMassage Therapy, Naturopathy, NaturopathyNutrition, Reflexology, Traditional Chinese Medicine","Ayurveda,Chiropractors,Craniosacral Therapy,Flower Essences,Herbology,Homeopathy,Integrative Medicine,KinesiologyMassage Therapy,Naturopathy,NaturopathyNutrition,Reflexology,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"6820 La Tijera Blvd. Suite 111","Los Angeles",California,"United States",90045,33.9769059025053,-118.371924855074,,323-290-6159,,,,,,,,,,,,
2234,"Consciousness Of Economics",1,"Acupressure, Acupuncture, Addiction Treatments, Animal Communicator, Animal Health, Aromatherapy, Astrological Counseling, Breathwork, Channeling, Craniosacral Therapy, Crystal Therapy, Distance Healing, Energy Clearing, Energy Healing,  Guided Imagery, Healing, Touch, ,Herbology,  Life Coaching, Medical Intuitive Myofascial Release, Nutrition, Osteopathy, Past Life Regression, Psychic, Rebirthing, Remote Healing, Shamanic Healing, Spiritual Counseling, The Healing Codes, Theta Healing, Yoga","Acupressure,Acupuncture,Addiction Treatments,Animal Communicator,Animal Health,Aromatherapy,Astrological Counseling,Breathwork,Channeling,Craniosacral Therapy,Crystal Therapy,Distance Healing,Energy Clearing,Energy Healing,Guided Imagery,Healing,Herbology,Intuitive / Psychic,Life Coaching,Medical Intuitive Myofascial Release,Nutrition,Osteopathy,Past Life Regression,Rebirthing,Remote Healing,Shamanic Healing,Spiritual Counseling,The Healing Codes,Theta Healing,Touch,Yoga",,gd_healers,publish,,4,Never,,"316 California Ave #29",Reno,Nevada,"United States",89509,39.5201,-119.815121428571,,775-624-7862,,,,,,,,,,,,
2233,"Linda Brewer",1,"Acupressure, Addiction Treatments, Allergy Treatments, Aromatherapy, Distance Healing, Energy Healing,  Healing, Touch, ,Life Coaching, Medical Intuitive Meditation, Metaphysics, Neuro-Linguistic Programming, Raindrop Therapy, Reconnective Healing, Remote Healing, Spiritual Counseling, The Healing, Codes","Acupressure,Addiction Treatments,Allergy Treatments,Aromatherapy,Codes,Distance Healing,Energy Healing,Healing,Life Coaching,Medical Intuitive Meditation,Metaphysics,Neuro-Linguistic Programming,Raindrop Therapy,Reconnective Healing,Remote Healing,Spiritual Counseling,The Healing,Touch",,gd_healers,publish,,4,Never,,"222 Arrowhead Circle",Spartanburg,"South Carolina","United States",29301,34.93235,-81.96725,,864-205-2518,,,,,,,,,,,,
2232,"Lifestreams Healing",1,"Acupressure, Akashic Records, Animal Health, Breathwork, Craniosacral Therapy, Crystal Therapy, Distance Healing, Energy Healing,  Flower Essences, Guided Imagery, Hypnotherapy, KinesiologyLight Therapy, Life Coaching, Lymphatic Therapy, Magnetic Therapy,  Massage, Therapy, Medical Intuitive Meditation, Metaphysics, Nutrition, Past Life Regression, Polarity Therapy, Pranic Healing, Psychotherapy, Reflexology, Reiki, Remote Healing, Shamanic Healing, Shiatsu, Sound Therapy, Spiritual Counseling","Acupressure,Akashic Records,Animal Health,Breathwork,Craniosacral Therapy,Crystal Therapy,Distance Healing,Energy Healing,Flower Essences,Guided Imagery,Hypnotherapy,KinesiologyLight Therapy,Life Coaching,Lymphatic Therapy,Magnetic Therapy,Massage,Medical Intuitive Meditation,Metaphysics,Nutrition,Past Life Regression,Polarity Therapy,Pranic Healing,Psychotherapy,Reflexology,Reiki,Remote Healing,Shamanic Healing,Shiatsu,Sound Therapy,Spiritual Counseling,Therapy",,gd_healers,publish,,4,Never,,"75 South Broadway Suite 464","White Plains","New York","United States",10601,41.0306884903088,-73.7623705032304,,914-815-0593,,,,,,,,,,,,
2231,"Tibetan Healing, Center",1,"Astrological Counseling, Breathwork, Channeling, Craniosacral Therapy, Distance Healing, Energy Healing,  Guided Imagery, Massage, Therapy, Past Life Regression, Pranic Healing, Reiki, Remote Healing, Spiritual Counseling, Theta Healing, Tibetan Medicine, Yoga, Yuen Method","Astrological Counseling,Breathwork,Channeling,Craniosacral Therapy,Distance Healing,Energy Healing,Guided Imagery,Massage,Past Life Regression,Pranic Healing,Reiki,Remote Healing,Spiritual Counseling,Therapy,Theta Healing,Tibetan Medicine,Yoga,Yuen Method",,gd_healers,publish,,4,Never,,"2488 Newport Blvd. Suite 1A","Costa Mesa",California,"United States",92697,33.6706,-117.8883,,800-315-6663,,,,,,,,,,,,
2230,"Natural Therapeutics Holistic Spa",1,"Acupressure, Allergy Treatments, Ayurveda, Biofeedback, Chelation Therapy, Colon Therapy, Color Therapy, Craniosacral Therapy, Detoxification Foot Bath, Distance Healing, Ear Coning, Energy Healing,  EPFX/QXCI/SCIO Flower Essences, Herbology,  Homeopathy, Hyperbaric Oxygen Therapy, Integrative Medicine, Iridology, Light Therapy, Lymphatic Therapy, Magnetic Therapy,  Massage, Therapy, MicroCurrent Naturopathy, NaturopathyNeuro-Linguistic Programming, Neurofeedback, NHRT,  Nutrition, Polarity Therapy, Reflexology, Remote Healing, Shiatsu, Stone Massage, Therapeutic Touch, Water Therapy, Wellness Centers","Acupressure,Allergy Treatments,Ayurveda,Biofeedback,Chelation Therapy,Colon Therapy,Color Therapy,Craniosacral Therapy,Detoxification Foot Bath,Distance Healing,Ear Coning,Energy Healing,EPFX/QXCI/SCIO Flower Essences,Herbology,Homeopathy,Hyperbaric Oxygen Therapy,Integrative Medicine,Iridology,Light Therapy,Lymphatic Therapy,Magnetic Therapy,Massage,MicroCurrent Naturopathy,NaturopathyNeuro-Linguistic Programming,Neurofeedback,NHRT,Nutrition,Polarity Therapy,Reflexology,Remote Healing,Shiatsu,Stone Massage,Therapeutic Touch,Therapy,Water Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"6340 Camp Bowie Blvd.","Fort Worth",Texas,"United States",76116,32.72695,-97.4194666666667,,817-738-4904,,,,,,,,,,,,
2229,"Whole Health Center",1,"Acupressure, Acupuncture, Allergy Treatments, Bioidentical Hormones, Channeling, Chiropractors, Colon Therapy, Detoxification Foot Bath, Ear Coning, Energy Healing,  Feng Shui, Hypnotherapy, Integrative Medicine, KinesiologyLight Therapy, Magnetic Therapy,  Massage, Therapy, Medical Intuitive Medium,  NAETNaturopathy, NaturopathyNutrition, Past Life Regression, Psychic, Psychotherapy, Reiki, Traditional Chinese Medicine, Wellness Centers, Yuen Method","Acupressure,Acupuncture,Allergy Treatments,Bioidentical Hormones,Channeling,Chiropractors,Colon Therapy,Detoxification Foot Bath,Ear Coning,Energy Healing,Feng Shui,Hypnotherapy,Integrative Medicine,Intuitive / Psychic,KinesiologyLight Therapy,Magnetic Therapy,Massage,Medical Intuitive Medium,NAETNaturopathy,NaturopathyNutrition,Past Life Regression,Psychotherapy,Reiki,Therapy,Traditional Chinese Medicine,Wellness Centers,Yuen Method",,gd_healers,publish,,4,Never,,"9370 S. Colorado Blvd. #A-10","Highlands Ranch",Colorado,"United States",80126,39.545470211128,-104.943703336659,,303-471-9355,,,,,,,,,,,,
